pid	difficulty	solvePath	pdata	status	zone
876	6	4:0, 0:5, 1:1, 2:1, 3:1, 1:2, 2:2, 3:2, 4:2, 5:2, 6:2, 7:2, 8:2, 9:2, 10:2, 11:2, 12:2, 13:2, 14:2, 1:3, 2:3, 1:4, 2:4, 3:4, 4:4, 5:4, 6:4, 3:3, 4:1, 1:5, 2:5, 2:6, 2:7, 2:8, 2:9, 2:10, 0:10, 1:7, 3:7, 1:14, 2:14, 3:14, 4:14, 4:13, 1:13, 2:13, 3:13, 1:11, 2:11, 3:11, 4:11, 5:11, 6:11, 7:11, 1:12, 2:12, 3:12, 4:12, 5:12, 6:12, 7:12, 8:12, 9:12, 10:12, 11:12, 12:12, 13:12, 14:12, 1:6, 3:6, 4:6, 1:8, 3:8, 4:8, 5:8, 6:8, 7:8, 8:8, 9:8, 10:8, 1:9, 3:9, 4:9, 5:9, 10:0, 7:1, 7:3, 6:1, 6:3, 5:1, 5:3, 5:5, 9:1, 9:3, 9:4, 9:5, 8:1, 8:3, 8:4, 8:5, 8:6, 8:7, 8:9, 8:10, 14:1, 14:3, 13:1, 13:3, 12:1, 12:3, 11:1, 11:3, 11:4, 11:5, 11:6, 11:7, 12:4, 13:4, 14:4, 10:4, 7:5, 7:6, 7:9, 7:10, 5:7, 6:7, 9:7, 10:7, 4:10, 1:10, 3:10, 10:1, 10:3, 10:5, 10:6, 9:6, 6:9, 5:10, 6:10, 9:9, 6:5, 6:6, 5:6, 4:5, 4:3, 3:5, 10:10, 10:11, 11:9, 12:9, 13:9, 10:13, 10:14, 14:9, 11:11, 6:13, 6:14, 5:14, 5:13, 8:14, 8:13, 7:14, 8:11, 7:13, 9:11, 9:13, 9:14, 11:8, 11:10, 12:6, 12:5, 13:6, 13:7, 13:8, 14:6, 14:5, 12:10, 12:7, 9:10, 12:11, 12:8, 14:10, 14:8, 14:7, 14:11, 13:5, 13:10, 13:11, 13:13, 13:14, 14:14, 12:14, 11:14, 11:13, 12:13, 14:13	AAAADw8AAwAdAAECAwUGBwgJCwwNDg8eLTxDWmltcHiBB4ERgSWBNIFDgVIDHAAIAQgCDQMGBQkGCAcHCA4JCQsKDAcNBw4HDwgeEy0HPApDC1oHaQZtDHgNgQcIgREGgSUKgTQSgUMHgVIHBQGDYAEIIBBAAACIACD4iAIACAgAIAiPggAIgAABBAIIAAAA	dungeon	lostgridsLogic
877	7	1:12, 2:12, 3:12, 4:12, 5:12, 6:12, 1:14, 5:1, 5:2, 5:3, 5:4, 7:12, 8:12, 2:14, 3:14, 1:8, 14:1, 1:2, 2:2, 1:1, 1:3, 1:4, 1:5, 0:3, 0:1, 2:0, 4:0, 3:1, 3:2, 3:3, 3:4, 3:5, 1:6, 1:7, 3:6, 3:7, 3:8, 3:9, 3:10, 3:11, 0:5, 2:1, 2:3, 5:5, 5:6, 5:7, 5:8, 5:9, 8:1, 8:2, 8:3, 8:4, 10:1, 10:2, 10:3, 10:4, 12:1, 12:2, 12:3, 12:4, 14:2, 14:3, 14:4, 14:5, 14:6, 2:4, 4:4, 6:4, 9:4, 0:13, 0:11, 0:9, 0:7, 2:6, 4:6, 6:6, 2:5, 4:5, 4:3, 6:3, 7:3, 7:5, 7:6, 7:8, 7:9, 7:10, 7:11, 1:10, 2:10, 4:10, 5:10, 2:8, 4:8, 6:8, 8:8, 9:12, 10:12, 11:12, 12:12, 13:12, 14:12, 4:14, 5:14, 6:14, 7:14, 8:14, 9:14, 10:14, 1:13, 1:11, 1:9, 2:9, 2:7, 4:7, 4:9, 6:9, 6:7, 6:5, 6:0, 7:0, 9:0, 11:0, 13:0, 8:5, 10:5, 12:5, 14:7, 13:1, 11:1, 9:1, 7:1, 6:1, 13:7, 12:7, 8:7, 8:9, 4:2, 6:2, 7:2, 9:2, 11:2, 13:2, 11:3, 9:3, 13:3, 4:1, 10:13, 12:13, 14:13, 14:11, 14:9, 12:9, 12:11, 10:11, 10:9, 10:7, 8:11, 8:13, 7:13, 5:11, 3:13, 5:13, 13:5, 13:4, 11:5, 9:6, 11:4, 9:5, 8:6, 8:10, 9:9, 11:7, 12:6, 11:6, 9:8, 9:7, 10:6, 6:11, 11:8, 9:10, 13:6, 11:9, 10:10, 9:11, 6:13, 12:8, 13:8, 13:10, 14:8, 14:10, 9:13, 13:9, 14:14, 13:14, 12:14, 11:14, 11:13, 13:11, 12:10, 11:10, 13:13, 11:11, 10:8, 4:13, 2:13, 6:10, 4:11, 2:11	AAAADw8ABAARAAEDBQgKDA4ePENacHiBFoE0gVIDEAAEAQoDDgUTCA4KDgwODhAeDzwJQw9aBngOgRYLgTQVgVIQBQGDYEABAgIAAQgBVqgABVqgBBVVgIB1VwCA1VQQAq1QAAq1QAgAAAA=	dungeon	lostgridsLogic
878	8	4:8, 5:7, 6:7, 7:6, 7:3, 3:8, 7:8, 7:5, 8:8, 8:7, 8:6, 8:5, 8:4, 8:3, 8:2, 6:4, 6:2, 6:3, 6:8, 6:5, 5:6, 5:5, 5:2, 4:2, 5:3, 4:3, 5:4, 2:2, 3:3, 2:3, 2:4, 2:5, 4:4, 3:5, 2:6, 3:6, 4:6, 4:5, 3:7, 2:7, 2:8	AAEAAAkJAQESAAEJCgsMDQ4PEBETHCUuN0BJBAAWAgMEBQYHCBIVGRskJystNjw/Q0ZITQIIFQIZAycEKwQ8A0MDRgJNAgQOAgQBAwQBBAQBBQMBBgMBBwMBCAQBEgMDGwQDJAMDLQQDNgUDPwUDSAUDQgEAAAIjcuEo9k07gAA=	dungeon	lostgridsLogic
921	7	2:0, 3:7, 5:4, 4:7, 6:2, 3:8, 4:8, 4:1, 8:1, 4:6, 3:0, 4:0, 0:1, 0:0, 0:8, 0:7, 1:6, 1:2, 8:0, 4:4, 8:4, 7:7, 8:7, 8:8, 8:6, 7:8, 6:8, 5:8, 5:6, 6:6, 7:6, 8:5, 2:6, 1:7, 2:2, 1:1, 1:0, 3:2, 3:6, 1:8, 3:5, 3:3, 4:2, 0:3, 0:5, 0:4, 3:4, 4:5, 4:3, 5:5, 7:5, 2:5, 2:3, 1:5, 1:3, 0:6, 0:2, 8:3, 7:1, 5:1, 5:3, 7:3, 6:5, 6:3, 5:2, 5:0, 7:0, 8:2, 7:2		dungeon	lostgridsLogic
924	8	8:5, 7:5, 8:6, 8:7, 8:8, 7:7, 6:6, 5:6, 6:5, 4:5, 7:4, 8:3, 4:6, 5:7, 3:6, 7:8, 4:8, 3:7, 5:8, 2:7, 2:6, 3:1, 1:7, 1:5, 2:5, 2:8, 4:4, 5:4, 4:2, 3:5, 6:8, 3:4, 3:2, 4:1, 2:4, 2:2, 1:4, 1:8, 3:8, 2:1, 3:0, 2:0, 1:0, 0:1, 0:2, 0:3, 1:2, 1:3, 2:3, 8:0, 8:1, 5:3, 5:2, 6:3, 4:3, 6:0, 7:0, 5:0, 5:1, 4:0, 7:1, 7:2, 7:3, 6:4, 6:2, 8:2, 1:1, 0:4, 0:5, 0:6, 0:7, 0:8, 6:7		dungeon	lostgridsLogic
926	3	3:3, 4:2, 3:4, 2:3, 1:2, 2:1, 3:1, 4:1, 5:2, 4:3, 3:0, 5:1, 6:0, 4:5, 5:5, 6:4, 5:3, 8:5, 9:5, 9:3, 8:3, 7:4, 7:8, 8:7, 9:7, 2:8, 0:7, 1:7, 2:7, 3:8, 6:8, 4:7, 5:7, 6:7, 8:6, 7:7, 5:6, 6:5, 7:5, 9:6, 4:6, 3:5, 3:7, 1:6, 2:5, 2:4, 1:5, 1:3, 0:3, 1:1, 2:0, 0:1, 0:2, 0:5, 0:6, 7:3, 8:2, 6:3, 6:1, 7:1, 8:1, 9:2, 9:1, 7:0		dungeon	lostgridsLogic
927	4	4:5, 3:4, 4:6, 3:5, 2:4, 3:3, 4:2, 5:3, 5:4, 5:5, 5:7, 4:7, 5:6, 6:5, 7:6, 7:7, 3:7, 1:7, 0:7, 1:6, 2:5, 3:6, 0:5, 1:4, 0:6, 1:5, 1:3, 0:2, 7:5, 6:2, 5:1, 7:1, 2:2, 1:1, 3:1, 1:2, 2:3, 4:1, 0:1, 1:0, 3:0, 7:4, 8:5, 7:2, 8:6, 6:4, 8:7, 8:2, 8:1, 8:0, 7:3, 6:3, 7:0, 5:0, 4:0, 3:2, 0:0, 5:2		dungeon	lostgridsLogic
997	3	5:6, 4:6, 2:0, 2:3, 3:2, 3:4, 3:1, 1:3, 4:3, 5:3, 3:0, 0:3, 3:6, 6:3, 1:4, 2:1, 4:1, 4:5, 2:5, 5:4, 5:2, 2:4, 4:2, 4:4, 4:0, 5:0, 6:1, 6:2, 6:0, 1:0, 0:1, 1:6, 2:6, 0:6, 1:5	AAAABwcBAAGBRwMABAAYHCYBCggMDg8QIiMoKTAGBxICGAM6AG4AcAGBMAGBRwIBFdu0Fv3ngAA=	dungeon	lostgridsLogic
1060	7	25:17, 24:17, 23:16, 22:4, 21:4, 21:6, 21:7, 23:15, 0:6, 0:5, 2:5, 3:5, 9:22, 8:22, 8:20, 8:19, 22:7, 3:6, 9:19, 22:15, 12:17, 17:2, 1:3, 6:21, 25:13, 19:5, 19:9, 21:11, 22:11, 17:7, 16:7, 3:1, 3:0, 4:19, 3:19, 27:15, 28:15, 16:11, 17:11, 18:11, 19:11, 15:10, 15:12, 14:12, 14:10, 13:9, 12:12, 11:12, 13:8, 13:6, 10:11, 9:11, 12:6, 11:7, 7:11, 6:11, 10:7, 10:9, 9:7, 9:5, 8:5, 8:3, 7:5, 7:7, 7:8, 6:9, 5:9, 4:8, 4:7, 2:7, 2:8, 2:10, 2:11, 2:13, 2:14, 0:14, 2:15, 4:15, 4:14, 4:16, 5:13, 5:12, 6:16, 7:16, 8:15, 9:15, 9:13, 10:15, 11:16, 12:16, 11:18, 10:18, 10:20, 11:20, 13:20, 14:20, 14:18, 14:17, 15:16, 16:16, 17:17, 18:17, 19:17, 20:16, 21:16, 18:19, 18:20, 17:21, 17:22, 15:22, 17:23, 19:23, 20:23, 22:23, 23:23, 25:23, 25:22, 27:22, 25:21, 24:20, 24:19, 26:19, 27:19, 29:19, 30:19, 30:17, 30:16, 30:14, 30:13, 30:11, 30:10, 30:8, 29:8, 27:8, 26:8, 24:8, 23:8, 23:6, 20:7, 24:6, 25:5, 25:4, 26:3, 26:2, 28:2, 26:1, 24:1, 23:1, 21:1, 20:1, 18:1, 17:1, 16:3, 15:3, 13:3, 12:3, 10:3, 9:3, 9:1, 3:4, 3:3, 2:3, 2:1, 1:1, 7:19, 6:19, 6:20, 4:20, 4:21, 17:12, 17:14, 18:14, 20:14, 21:14, 24:15, 25:15, 25:14, 27:13, 27:14, 19:7, 19:6, 17:6, 17:5, 19:10, 21:10, 21:9		dungeon	lostgridsLogic
1089	6	2:0, 2:1, 0:3, 1:4, 0:6, 7:5, 1:7, 7:2, 5:8, 1:2, 0:1, 0:0, 3:2, 2:6, 3:7, 2:8, 2:7, 0:8, 3:5, 3:6, 4:6, 8:0, 7:1, 4:1, 4:2, 5:4, 4:3, 5:2, 4:4, 4:5, 5:7, 6:7, 6:8, 7:7, 7:6, 7:4, 8:5, 8:6, 8:7, 8:3, 8:2, 5:1, 6:1, 6:0, 5:0		dungeon	lostgridsLogic
1090	4	8:7, 8:6, 2:1, 0:1, 1:1, 1:0, 0:3, 3:0, 3:1, 4:1, 4:2, 2:4, 1:4, 0:5, 0:6, 1:5, 1:7, 2:5, 5:0, 5:1, 6:0, 7:1, 8:1, 8:2, 8:3, 7:0, 4:3, 3:4, 2:6, 3:5, 4:6, 3:7, 2:8, 1:8, 5:7, 5:8, 4:4, 5:3, 6:2, 7:3, 7:4, 7:5, 8:5, 7:6, 6:6, 6:7, 6:8		dungeon	lostgridsLogic
1165	5	13:7, 14:7, 15:7, 13:8, 15:8, 14:9, 13:10, 14:10, 12:8, 11:9, 12:9, 13:9, 12:10, 15:9, 15:10, 14:11, 15:11, 14:12, 12:11, 13:11, 11:12, 12:12, 13:12, 13:13, 14:13, 11:10, 9:11, 10:11, 11:11, 9:12, 11:13, 12:13, 12:14, 13:14, 10:12, 8:13, 9:13, 10:13, 8:14, 10:14, 11:14, 10:15, 11:15, 12:15, 9:14, 7:15, 8:15, 9:15, 7:12, 8:12, 6:13, 7:13, 6:14, 7:14, 4:15, 5:15, 6:15, 3:14, 4:14, 5:14, 3:16, 4:16, 5:16, 4:17, 0:12, 1:12, 2:12, 0:13, 1:13, 0:3, 0:4, 1:4, 0:5, 1:5, 11:2, 12:2, 11:3, 12:3, 13:3, 14:5, 15:5, 14:6, 15:6, 9:8, 10:8, 8:9, 9:9, 10:9, 8:0, 9:0, 8:1, 9:1, 8:2, 8:3, 9:3, 7:4, 8:4, 10:1, 10:2, 10:3, 12:17, 13:17, 14:17, 14:18, 11:17, 10:18, 11:18, 12:18, 6:16, 5:17, 6:17, 7:17, 5:18, 8:17, 7:18, 8:18, 9:18, 9:17, 10:17, 7:16, 8:16, 9:16, 10:16, 11:16, 14:14, 13:15, 14:15, 12:16, 13:16, 14:16, 15:16, 15:17, 15:18, 17:16, 16:17, 17:17, 16:18, 17:18, 16:2, 17:2, 17:3, 17:4, 14:2, 15:2, 15:3, 16:3, 16:4, 16:5, 16:6, 16:7, 17:6, 17:7, 17:8, 17:9, 16:8, 16:9, 16:10, 16:11, 15:12, 16:12, 15:13, 15:14, 16:14, 15:15, 16:15, 16:16, 16:13, 17:13, 17:14, 17:15, 17:10, 17:11, 17:12, 14:3, 14:4, 15:4, 15:0, 16:0, 14:1, 15:1, 17:0, 16:1, 17:1, 11:1, 12:1, 13:1, 13:2, 11:0, 12:0, 13:0, 14:0, 10:4, 10:5, 9:6, 10:6, 9:7, 11:4, 12:4, 11:5, 9:4, 8:5, 9:5, 8:6, 11:6, 10:7, 11:7, 11:8, 12:5, 12:6, 13:6, 12:7, 8:7, 7:8, 8:8, 7:5, 7:6, 5:7, 6:7, 7:7, 2:13, 1:14, 2:14, 2:15, 3:15, 0:15, 1:15, 1:16, 2:16, 0:16, 0:17, 1:17, 2:17, 0:18, 3:17, 1:18, 2:18, 3:18, 4:18, 4:11, 3:12, 4:12, 3:13, 6:11, 5:12, 6:12, 4:13, 5:13, 4:9, 3:10, 4:10, 2:11, 3:11, 6:9, 7:9, 5:10, 6:10, 5:11, 4:7, 4:8, 5:8, 6:8, 5:9, 7:10, 7:11, 8:11, 8:10, 9:10, 10:10, 2:9, 3:9, 1:10, 2:10, 1:11, 0:7, 0:8, 0:9, 0:10, 0:11, 1:7, 1:8, 2:8, 3:8, 1:9, 0:6, 1:6, 2:6, 2:7, 3:7, 3:4, 2:5, 3:5, 3:6, 4:6, 4:4, 4:5, 5:5, 5:6, 6:6, 6:2, 6:3, 5:4, 6:4, 6:5, 6:0, 7:0, 7:1, 7:2, 7:3, 4:1, 5:1, 6:1, 5:2, 5:3, 4:2, 2:3, 3:3, 4:3, 2:4, 3:0, 4:0, 5:0, 3:1, 3:2, 1:1, 0:2, 1:2, 2:2, 1:3, 0:0, 1:0, 2:0, 0:1, 2:1		dungeon	lostgridsLogic
1167	4	1:0, 2:1, 6:3, 7:2, 8:3, 9:2, 10:3, 0:6, 6:8, 7:7, 8:8, 7:9, 6:10, 9:11, 10:10, 11:11, 11:1, 10:0, 9:0, 10:1, 11:2, 11:3, 8:1, 7:1, 8:0, 9:1, 7:4, 6:4, 7:5, 8:4, 9:4, 9:5, 10:4, 11:4, 11:5, 10:5, 10:6, 11:6, 8:5, 7:0, 11:10, 8:11, 10:9, 11:8, 10:7, 11:7, 10:8, 8:10, 9:9, 8:9, 9:8, 9:7, 8:6, 8:7, 7:6, 6:6, 6:7, 7:11, 6:11, 5:9, 6:5, 0:1, 0:2, 0:3, 1:2, 1:1, 0:4, 1:3, 1:4, 2:3, 3:2, 4:2, 3:3, 3:1, 3:0, 4:0, 5:0, 4:1, 1:6, 1:5, 2:5, 2:4, 1:7, 0:8, 0:9, 1:8, 2:8, 1:9, 1:10, 0:11, 1:11, 2:11, 2:10, 3:9, 4:9, 3:10, 3:11, 4:11, 4:10, 5:11, 5:10, 5:8, 5:7, 4:8, 3:8, 3:7, 2:7, 3:6, 4:6, 3:5, 4:7, 5:5, 5:4, 4:5, 3:4, 4:4, 4:3, 5:2, 5:1, 6:2, 6:0, 6:1		dungeon	lostgridsLogic
1168	3	8:3, 8:4, 8:5, 8:6, 8:7, 2:4, 1:5, 2:5, 3:5, 1:6, 2:6, 1:7, 2:7, 3:7, 2:8, 2:1, 3:1, 4:1, 1:2, 2:2, 3:2, 1:3, 2:3, 3:3, 1:4, 5:1, 6:1, 7:1, 6:2, 6:3, 6:4, 5:5, 6:5, 6:6, 6:7, 7:6, 7:7, 5:8, 6:8, 7:8, 3:4, 4:4, 4:5, 3:6, 4:6, 5:6, 4:7, 5:7, 3:8, 4:8, 7:2, 8:2, 7:3, 7:4, 7:5, 8:1, 8:8, 1:1, 1:8, 4:2, 5:2, 4:3, 5:3, 5:4		dungeon	lostgridsLogic
1185	7	6:8, 6:6, 6:5, 5:6, 4:6, 5:8, 3:5, 7:5, 3:7, 6:7, 6:4, 6:3, 6:2, 4:8, 8:8, 8:6, 5:5, 3:3, 8:7, 2:7, 4:7, 2:5, 4:4, 5:7, 7:7, 8:5, 4:5, 2:6, 2:8, 3:8, 7:8, 4:3, 4:2, 5:3, 2:4, 2:3, 2:2, 3:4, 3:6, 3:2, 7:6, 5:4, 7:4, 8:4, 8:2, 7:2, 5:2, 7:3, 8:3		dungeon	lostgridsLogic
1190	2	1:0, 0:1, 6:0, 7:1, 6:4, 7:5, 2:2, 0:4, 2:4, 2:5, 1:4, 3:5, 1:6, 5:7, 5:2, 4:0, 3:0, 5:0, 4:1, 6:2, 7:2, 3:1, 5:3, 6:1, 4:3, 3:2, 1:3, 1:2, 0:3, 0:6, 1:7, 3:6, 2:7, 6:6, 4:5, 5:4, 6:5, 5:6, 6:7, 7:6		dungeon	lostgridsLogic
1191	2	0:3, 3:3, 5:1, 5:2, 7:1, 5:3, 7:3, 7:2, 3:2, 4:5, 0:5, 2:5, 2:3, 0:2, 0:0, 1:1, 1:3, 2:0, 4:0, 4:2, 6:2, 4:1, 6:1, 6:3, 7:4, 7:0, 7:5, 5:4, 3:0, 1:2, 1:0, 1:4, 5:6, 7:7, 1:6, 0:6, 1:7, 3:7, 4:6, 3:6, 2:6, 6:6, 6:7, 2:4		dungeon	lostgridsLogic
1198	4	2:5, 1:5, 2:4, 2:6, 3:5, 2:7, 0:5, 2:3, 4:5, 4:3, 3:4, 1:4, 1:6, 3:6, 5:4, 5:3, 6:4, 1:8, 2:8, 1:7, 3:7, 4:6, 4:2, 5:2, 5:1, 6:1, 7:1, 7:2, 7:0, 6:0, 6:2, 6:3, 7:3, 6:5, 7:4, 8:3, 4:0, 4:1, 3:0, 5:0, 3:1, 2:1, 1:1, 1:0, 2:0, 0:0, 0:1, 8:0, 0:3, 0:2, 1:2, 2:2, 3:2, 8:1, 5:6, 6:6, 7:6, 8:6, 0:7, 0:6, 8:2, 1:3, 0:4, 8:4, 7:5, 8:5, 5:5, 3:3, 6:7, 6:8, 0:8, 3:8, 4:8, 4:7, 5:7, 7:7, 8:7, 5:8, 7:8, 8:8		dungeon	lostgridsLogic
1209	3	4:3, 0:4, 4:4, 4:0, 0:0, 4:7, 6:2, 2:6, 6:6, 2:5, 0:3, 2:1, 0:7, 6:1, 6:4, 4:2, 2:4, 2:0, 6:0, 2:3, 4:1, 4:5, 0:5, 0:1, 3:2, 5:4, 1:4, 1:0, 5:0, 2:7, 3:6, 6:3, 7:2, 6:7, 7:6, 0:6, 0:2, 1:2, 3:4, 5:6, 3:0, 3:1, 1:1, 5:2, 7:4, 3:3, 5:5, 7:5, 7:7, 5:3, 5:1, 1:5, 7:1, 3:5, 1:7, 1:6, 7:0, 7:3, 4:6, 3:7, 5:7, 1:3		dungeon	lostgridsLogic
1217	5	0:3, 1:2, 2:2, 0:4, 1:4, 2:3, 3:3, 3:2, 4:2, 5:2, 5:3, 5:4, 5:5, 5:6, 4:3, 4:4, 4:5, 4:6, 3:6, 2:6, 1:6, 0:6, 0:5, 1:5, 2:5, 3:4		dungeon	lostgridsLogic
1219	5	1:8, 0:7, 2:7, 1:6, 4:3, 5:4, 3:4, 2:4, 2:5, 1:5, 3:6, 3:7, 4:5, 0:6, 2:8, 0:5, 0:4, 1:4, 1:3, 2:3, 0:3, 0:2, 1:2, 2:2, 3:2, 4:2, 5:2, 7:4, 7:3, 7:2, 6:2, 6:3, 6:5, 7:5, 7:6, 6:6, 5:6, 5:7, 4:7, 6:7, 7:7, 7:8, 6:8, 5:8, 4:8, 3:8		dungeon	lostgridsLogic
1222	6	1:5, 0:4, 0:3, 1:2, 0:1, 1:1, 1:0, 2:1, 2:2, 1:3, 1:4, 2:4, 2:5, 3:2, 3:5, 4:5, 4:2, 3:4, 3:3, 4:3, 4:4, 3:1, 5:4, 5:3, 6:3, 7:3, 4:0, 5:0, 7:0, 12:5, 6:1, 6:2, 6:4, 7:2, 7:1, 8:2, 8:1, 9:2, 10:2, 6:5, 7:4, 7:5, 8:4, 8:5, 9:5, 10:5, 9:4, 9:3, 10:4, 10:3, 11:4, 12:4, 11:3, 12:3, 12:2, 11:2, 11:1, 12:1, 12:0, 11:0, 10:0, 9:0, 6:0, 9:1, 10:1, 5:1, 4:1, 3:0, 0:0		dungeon	lostgridsLogic
1231	6	0:1, 0:3, 0:5, 0:7, 5:0, 8:2, 8:4, 8:6, 4:8, 2:0, 1:0, 3:0, 3:1, 6:1, 1:1, 2:1, 4:1, 5:1, 7:1, 3:7, 6:7, 1:7, 2:7, 4:7, 5:7, 7:7, 3:4, 3:2, 3:3, 3:5, 3:6, 1:2, 4:2, 5:6, 4:5, 4:6, 4:4, 4:3, 5:3, 5:2, 5:4, 5:5, 2:3, 6:4, 2:6, 2:2, 1:3, 7:4, 7:0, 8:0, 1:4, 2:4, 1:5, 2:5, 7:3, 7:2, 7:5, 6:3, 6:2, 6:5, 6:6, 6:8, 7:6, 1:6, 1:8, 2:8, 7:8, 8:8		dungeon	lostgridsLogic
1272	7	0:0, 1:0, 2:0, 3:0, 4:0, 5:0, 6:0, 0:1, 6:1, 5:1, 4:1, 3:1, 2:1, 1:1, 6:2, 6:3, 6:4, 6:5, 6:6, 5:2, 0:2, 0:3, 0:4, 0:5, 0:6, 1:6, 2:6, 3:6, 4:6, 5:6, 1:5, 2:5, 3:5, 4:5, 5:5, 4:4, 4:3, 4:2, 2:4, 2:3, 2:2, 5:3, 5:4, 3:2, 1:2, 1:3, 1:4, 3:4, 3:3		dungeon	lostgridsLogic
1285	7	2:3, 2:4, 2:5, 0:1, 0:0, 0:2, 0:3, 0:4, 0:5, 8:3, 6:3, 7:3, 1:2, 1:3, 1:4, 1:5, 1:0, 1:1, 2:0, 2:1, 2:2, 3:2, 3:0, 3:1, 3:3, 3:4, 3:5, 4:1, 5:3, 4:3, 4:4, 4:2, 4:5, 4:0, 8:1, 8:2, 8:0, 7:4, 7:0, 7:5, 8:4, 8:5, 6:5, 5:5, 6:4, 5:4, 6:2, 7:2, 5:2, 7:1, 6:1, 5:1, 6:0, 5:0		dungeon	lostgridsLogic
1324	8	8:1, 8:0, 4:2, 5:2, 6:2, 2:0, 6:3, 6:4, 2:2, 2:1, 4:0, 4:1, 1:2, 4:7, 8:3, 8:4, 10:4, 9:4, 10:3, 10:5, 11:4, 12:4, 12:3, 12:1, 12:0, 11:0, 10:1, 10:0, 9:0, 7:0, 6:0, 6:1, 0:2, 0:3, 0:4, 0:5, 1:4, 2:4, 0:7, 0:8, 1:8, 2:8, 2:7, 3:8, 2:5, 3:4, 4:4, 4:8, 4:5, 5:4, 6:5, 6:6, 5:8, 6:8, 6:7, 7:6, 8:6, 9:6, 8:8, 9:8, 10:8, 11:8, 12:8, 12:7, 12:6, 11:6, 10:6		dungeon	lostgridsLogic
1357	7	0:7, 2:7, 1:8, 1:6, 1:4, 3:4, 2:5, 2:3, 4:3, 4:1, 3:2, 5:2, 7:10, 7:8, 7:6, 8:7, 6:7, 9:4, 10:3, 8:2, 3:3, 2:2, 0:0, 0:1, 1:5, 0:6, 2:6, 0:5, 0:3, 3:6, 3:7, 4:7, 4:5, 3:5, 5:6, 5:4, 5:5, 5:3, 6:4, 10:7, 3:9, 1:3, 0:2, 1:2, 1:1, 2:1, 2:0, 3:1, 3:0, 5:0, 6:11, 5:10, 8:11, 9:11, 9:10, 11:11, 11:10, 5:8, 5:11, 4:11, 3:11, 8:8, 0:8, 2:11, 1:11, 0:11, 1:10, 2:10, 3:10, 4:9, 2:9, 3:8, 4:8, 11:9, 11:8, 11:6, 11:5, 10:6, 10:8, 10:9, 9:6, 11:4, 10:5, 11:3, 11:2, 10:2, 9:9, 10:10, 5:9, 6:8, 6:9, 8:9, 8:10, 6:10, 9:8, 8:5, 7:4, 8:3, 9:2, 9:1, 10:1, 11:0, 10:0, 9:0, 6:6, 5:7, 6:5, 8:6, 9:5, 8:4, 7:3, 7:2, 6:3, 6:2, 1:9, 0:9, 6:1, 6:0, 7:0, 8:0, 8:1, 5:1		dungeon	lostgridsLogic
1373	3	2:0, 3:1, 4:0, 4:1, 4:2, 5:1, 2:1, 1:0, 4:8, 5:7, 6:8, 7:8, 6:7, 4:7, 4:6, 3:7, 3:6, 2:6, 3:5, 3:8, 5:6, 5:5, 6:6, 1:6, 3:4, 1:5, 0:5, 1:4, 2:5, 2:4, 0:4, 1:3, 0:3, 1:2, 2:3, 0:6, 0:7, 0:8, 1:7, 1:8, 2:8, 2:7, 2:2, 1:1, 0:2, 0:1, 0:0, 3:2, 3:3, 4:3, 4:4, 5:3, 5:2, 6:2, 5:4, 4:5, 6:5, 6:4, 7:5, 7:6, 8:5, 7:4, 8:4, 7:3, 8:3, 6:3, 7:2, 8:2, 8:1, 8:0, 7:1, 7:0, 6:0, 6:1, 5:0, 8:6, 8:7, 8:8, 7:7		dungeon	lostgridsLogic
1386	10	7:15, 9:7, 15:17, 17:9, 5:5, 5:7, 5:9, 5:11, 7:11, 5:19, 5:21, 7:21, 7:19, 9:21, 19:5, 21:5, 21:7, 21:9, 19:9, 19:7, 17:13, 15:7, 10:12, 14:12, 12:14, 12:10, 13:19, 17:5, 15:13, 13:11, 13:13, 9:13, 15:9, 11:9, 17:11, 15:11, 13:9, 11:13, 11:15, 9:15, 9:17, 13:17, 13:15, 11:17, 19:17, 19:11, 17:7, 17:21, 21:11, 13:7, 11:7, 7:7, 3:7, 15:19, 17:17, 17:19, 15:21, 19:21, 19:19, 11:19, 11:21, 13:21, 9:19, 3:19, 21:19, 7:17, 5:15, 5:17, 3:17, 3:15, 19:15, 21:15, 19:13, 17:15, 21:13, 15:15, 17:3, 15:5, 15:3, 13:3, 13:5, 11:5, 11:3, 19:3, 21:3, 21:17, 21:21, 3:21, 3:11, 3:5, 3:3, 3:9, 3:13, 11:11, 9:11, 7:5, 9:5, 9:9, 7:9, 9:3, 7:3, 5:3, 5:13, 7:13		dungeon	lostgridsLogic
1390	7	2:1, 1:1, 0:0, 2:0, 3:0, 4:0, 3:1, 4:1, 4:2, 3:2, 4:3, 3:4, 4:4, 3:3, 2:4, 2:3, 2:2, 0:1, 1:2, 1:3, 1:4, 0:4, 0:3, 0:2		dungeon	lostgridsLogic
